audio_features/danceability,audio_features/energy,audio_features/key,audio_features/loudness,audio_features/mode,audio_features/speechiness,audio_features/acousticness,audio_features/instrumentalness,audio_features/liveness,audio_features/valence,audio_features/tempo,audio_features/type,audio_features/id,audio_features/uri,audio_features/track_href,audio_features/analysis_url,audio_features/duration_ms,audio_features/time_signature
0.487,0.382,7,-10.889,1,0.0309,0.0422,0.00000474,0.411,0.714,116.557,audio_features,1H5IfYyIIAlgDX8zguUzns,spotify:track:1H5IfYyIIAlgDX8zguUzns,https://api.spotify.com/v1/tracks/1H5IfYyIIAlgDX8zguUzns,https://api.spotify.com/v1/audio-analysis/1H5IfYyIIAlgDX8zguUzns,261280,4
0.556,0.61,9,-4.729,1,0.213,0.833,0.00000222,0.258,0.665,199.373,audio_features,2xar08Fq5xra2KKZs5Bw9j,spotify:track:2xar08Fq5xra2KKZs5Bw9j,https://api.spotify.com/v1/tracks/2xar08Fq5xra2KKZs5Bw9j,https://api.spotify.com/v1/audio-analysis/2xar08Fq5xra2KKZs5Bw9j,171467,4
0.533,0.729,7,-7.227,0,0.0714,0.563,0,0.159,0.884,78.67,audio_features,64VP3skE86iTvdOlbzuIcO,spotify:track:64VP3skE86iTvdOlbzuIcO,https://api.spotify.com/v1/tracks/64VP3skE86iTvdOlbzuIcO,https://api.spotify.com/v1/audio-analysis/64VP3skE86iTvdOlbzuIcO,111536,4
0.715,0.797,3,-10.154,1,0.193,0.837,0,0.209,0.841,92.739,audio_features,6C7aTTCUWRK7dD379yUT3W,spotify:track:6C7aTTCUWRK7dD379yUT3W,https://api.spotify.com/v1/tracks/6C7aTTCUWRK7dD379yUT3W,https://api.spotify.com/v1/audio-analysis/6C7aTTCUWRK7dD379yUT3W,144600,4
0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554,audio_features,3YdKJzcoMZMacISlpY4QoP,spotify:track:3YdKJzcoMZMacISlpY4QoP,https://api.spotify.com/v1/tracks/3YdKJzcoMZMacISlpY4QoP,https://api.spotify.com/v1/audio-analysis/3YdKJzcoMZMacISlpY4QoP,202773,3
0.612,0.144,6,-12.204,0,0.0352,0.88,0,0.203,0.343,128.629,audio_features,5OkKOkdVTKFrYi6GWXkMzR,spotify:track:5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/tracks/5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/audio-analysis/5OkKOkdVTKFrYi6GWXkMzR,181627,4
0.574,0.338,6,-11.376,1,0.042,0.845,0,0.165,0.493,67.008,audio_features,4hHbeIIKO5Y5uLyIEbY9Gn,spotify:track:4hHbeIIKO5Y5uLyIEbY9Gn,https://api.spotify.com/v1/tracks/4hHbeIIKO5Y5uLyIEbY9Gn,https://api.spotify.com/v1/audio-analysis/4hHbeIIKO5Y5uLyIEbY9Gn,199093,4
0.621,0.524,0,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586,audio_features,2fDHuS1PTkHBbCWWZF1ph9,spotify:track:2fDHuS1PTkHBbCWWZF1ph9,https://api.spotify.com/v1/tracks/2fDHuS1PTkHBbCWWZF1ph9,https://api.spotify.com/v1/audio-analysis/2fDHuS1PTkHBbCWWZF1ph9,162653,4
0.728,0.734,11,-3.234,1,0.0318,0.63,0.0000356,0.137,0.965,135.078,audio_features,5zvOXJrzzUlvXwyuwZ0toZ,spotify:track:5zvOXJrzzUlvXwyuwZ0toZ,https://api.spotify.com/v1/tracks/5zvOXJrzzUlvXwyuwZ0toZ,https://api.spotify.com/v1/audio-analysis/5zvOXJrzzUlvXwyuwZ0toZ,135467,4
0.639,0.476,7,-10.921,1,0.0359,0.261,0,0.367,0.951,138.347,audio_features,0hjYuU2Z9jcKvOl39oUpeE,spotify:track:0hjYuU2Z9jcKvOl39oUpeE,https://api.spotify.com/v1/tracks/0hjYuU2Z9jcKvOl39oUpeE,https://api.spotify.com/v1/audio-analysis/0hjYuU2Z9jcKvOl39oUpeE,147760,4
