id,song_name,artist,pic_url,preview_url,release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,test,index
1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,https://i.scdn.co/image/ab67616d0000b273d231bd1716b71b6444e25f89,https://p.scdn.co/mp3-preview/53ab746c37c717c20f793598064b7f720877b646?cid=f4f54a850da14f27a6e2b44603fe8013,1966,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,audio_features,spotify:track:1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/tracks/1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/audio-analysis/1qRA5BS78u3gME0loMl9AA,153693,4,1,215
2UgZeV435iztRTLrUeOrtk,The Weight,The Band,https://i.scdn.co/image/ab67616d0000b27383a0bc7bce3f5a0897cc60a2,,1976,0.639,0.431,9,-12.494,1,0.0489,0.414,7.11e-06,0.0867,0.526,144.048,audio_features,spotify:track:2UgZeV435iztRTLrUeOrtk,https://api.spotify.com/v1/tracks/2UgZeV435iztRTLrUeOrtk,https://api.spotify.com/v1/audio-analysis/2UgZeV435iztRTLrUeOrtk,274867,4,1,216
7AL6qzIDHIX7pEUWrzNiIs,Hurdy Gurdy Man,Donovan,https://i.scdn.co/image/ab67616d0000b273eb7263ecabf3ff77a5384ded,https://p.scdn.co/mp3-preview/a239d072c0db0d4f70b1dab190b0f5deaa2f6231?cid=f4f54a850da14f27a6e2b44603fe8013,1968,0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,audio_features,spotify:track:7AL6qzIDHIX7pEUWrzNiIs,https://api.spotify.com/v1/tracks/7AL6qzIDHIX7pEUWrzNiIs,https://api.spotify.com/v1/audio-analysis/7AL6qzIDHIX7pEUWrzNiIs,193467,4,1,217
3LcYYV9ozePfgYYmXv0P3r,Fire and Rain,James Taylor,https://i.scdn.co/image/ab67616d0000b2731f8c1a0ed8c404c469680cc0,,1970,0.611,0.35,5,-14.48,1,0.0356,0.499,7.84e-06,0.0844,0.36,76.064,audio_features,spotify:track:3LcYYV9ozePfgYYmXv0P3r,https://api.spotify.com/v1/tracks/3LcYYV9ozePfgYYmXv0P3r,https://api.spotify.com/v1/audio-analysis/3LcYYV9ozePfgYYmXv0P3r,200579,4,1,218
6hLqEJg2GnnDG4W0Y64hyD,Cat's in the Cradle,Harry Chapin,https://i.scdn.co/image/ab67616d0000b27366d1f3abf71df01253ea2525,https://p.scdn.co/mp3-preview/000689133b69096e685daabf7104f466a2a0b8f4?cid=f4f54a850da14f27a6e2b44603fe8013,1974,0.463,0.484,10,-13.259,1,0.0395,0.456,0.0,0.125,0.513,77.521,audio_features,spotify:track:6hLqEJg2GnnDG4W0Y64hyD,https://api.spotify.com/v1/tracks/6hLqEJg2GnnDG4W0Y64hyD,https://api.spotify.com/v1/audio-analysis/6hLqEJg2GnnDG4W0Y64hyD,212405,4,1,219
4GQaSM60Y9UvCNYOKHPIxd,Dream A Little Dream Of Me,The Mamas & The Papas,https://i.scdn.co/image/ab67616d0000b2732aaa1788cedf264d2a04cfef,,1991,0.451,0.24,7,-16.617,1,0.0553,0.817,3.87e-06,0.0569,0.341,132.822,audio_features,spotify:track:4GQaSM60Y9UvCNYOKHPIxd,https://api.spotify.com/v1/tracks/4GQaSM60Y9UvCNYOKHPIxd,https://api.spotify.com/v1/audio-analysis/4GQaSM60Y9UvCNYOKHPIxd,193333,1,1,220
6K1BMBzqN51P5OV2ij7WwU,The Boxer,Simon & Garfunkel,https://i.scdn.co/image/ab67616d0000b2730cc7beb0454732bb6420351e,,1970,0.445,0.486,11,-14.521,1,0.0616,0.76,0.000658,0.189,0.629,93.019,audio_features,spotify:track:6K1BMBzqN51P5OV2ij7WwU,https://api.spotify.com/v1/tracks/6K1BMBzqN51P5OV2ij7WwU,https://api.spotify.com/v1/audio-analysis/6K1BMBzqN51P5OV2ij7WwU,307667,4,1,221
2xYlyywNgefLCRDG8hlxZq,"Take Me Home, Country Roads - Rerecorded",John Denver,https://i.scdn.co/image/ab67616d0000b273facd59568d0cfc3200296bb2,,1997,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,audio_features,spotify:track:2xYlyywNgefLCRDG8hlxZq,https://api.spotify.com/v1/tracks/2xYlyywNgefLCRDG8hlxZq,https://api.spotify.com/v1/audio-analysis/2xYlyywNgefLCRDG8hlxZq,197813,4,1,222
14XWXWv5FoCbFzLksawpEe,Riders on the Storm,The Doors,https://i.scdn.co/image/ab67616d0000b27320783882533e669760741df2,https://p.scdn.co/mp3-preview/0d7d4d35554f6097fce04d464f7aacd7c6f59727?cid=f4f54a850da14f27a6e2b44603fe8013,1971,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,audio_features,spotify:track:14XWXWv5FoCbFzLksawpEe,https://api.spotify.com/v1/tracks/14XWXWv5FoCbFzLksawpEe,https://api.spotify.com/v1/audio-analysis/14XWXWv5FoCbFzLksawpEe,434720,4,1,223
1Jmqubf9kGkWeYQXQKImL5,People Are Strange,The Doors,https://i.scdn.co/image/ab67616d0000b27386339e6cd71cc2a167451ee5,https://p.scdn.co/mp3-preview/76f1624dd8ad1c3741cacbc8864746d734f92109?cid=f4f54a850da14f27a6e2b44603fe8013,1967,0.699,0.467,4,-8.578,0,0.0375,0.685,0.0,0.315,0.764,119.287,audio_features,spotify:track:1Jmqubf9kGkWeYQXQKImL5,https://api.spotify.com/v1/tracks/1Jmqubf9kGkWeYQXQKImL5,https://api.spotify.com/v1/audio-analysis/1Jmqubf9kGkWeYQXQKImL5,130173,4,1,224
6DmfWj5kOa1fX8AwN9byOn,L.A. Woman,The Doors,https://i.scdn.co/image/ab67616d0000b27320783882533e669760741df2,https://p.scdn.co/mp3-preview/7fe7693b74f604ca0c332931d5acc146cb969c01?cid=f4f54a850da14f27a6e2b44603fe8013,1971,0.354,0.731,2,-9.178,1,0.0382,0.0812,0.00124,0.115,0.697,170.633,audio_features,spotify:track:6DmfWj5kOa1fX8AwN9byOn,https://api.spotify.com/v1/tracks/6DmfWj5kOa1fX8AwN9byOn,https://api.spotify.com/v1/audio-analysis/6DmfWj5kOa1fX8AwN9byOn,471160,4,1,225
3iltRlox3jEeSKuqdW88EK,Going Up The Country,Canned Heat,https://i.scdn.co/image/ab67616d0000b27311009f02d8af260c46c9d288,,1989,0.622,0.239,5,-18.982,0,0.0447,0.859,0.051,0.109,0.737,79.674,audio_features,spotify:track:3iltRlox3jEeSKuqdW88EK,https://api.spotify.com/v1/tracks/3iltRlox3jEeSKuqdW88EK,https://api.spotify.com/v1/audio-analysis/3iltRlox3jEeSKuqdW88EK,172867,4,1,226
1GwdWdvSumgsgKorY9qA2g,On the Road Again,Canned Heat,https://i.scdn.co/image/ab67616d0000b273c68098bb3bb73febde6aae89,,2009,0.466,0.182,9,-19.537,1,0.0457,0.879,0.0556,0.341,0.216,128.811,audio_features,spotify:track:1GwdWdvSumgsgKorY9qA2g,https://api.spotify.com/v1/tracks/1GwdWdvSumgsgKorY9qA2g,https://api.spotify.com/v1/audio-analysis/1GwdWdvSumgsgKorY9qA2g,199640,4,1,227
1P49MJhU5vzttesFxw3dOM,Three Little Birds,Bob Marley & The Wailers,https://i.scdn.co/image/ab67616d0000b2736c8e68955407f9b14c06b7c4,,1977,0.807,0.487,9,-10.456,1,0.0758,0.0102,1.98e-06,0.0501,0.651,148.491,audio_features,spotify:track:1P49MJhU5vzttesFxw3dOM,https://api.spotify.com/v1/tracks/1P49MJhU5vzttesFxw3dOM,https://api.spotify.com/v1/audio-analysis/1P49MJhU5vzttesFxw3dOM,180267,4,1,228
7BfW1eoDh27W69nxsmRicb,Buffalo Soldier,Bob Marley & The Wailers,https://i.scdn.co/image/ab67616d0000b2737e0b5fe0454234229e52a491,,1983,0.929,0.463,9,-8.651,1,0.308,0.142,5.26e-06,0.0634,0.757,124.084,audio_features,spotify:track:7BfW1eoDh27W69nxsmRicb,https://api.spotify.com/v1/tracks/7BfW1eoDh27W69nxsmRicb,https://api.spotify.com/v1/audio-analysis/7BfW1eoDh27W69nxsmRicb,255840,4,1,229
2dwQdG7tdb05Lb4lIe40wj,Natural Mystic - Exodus 40 Mix,Bob Marley & The Wailers,https://i.scdn.co/image/ab67616d0000b27392f0019697bfee75dd438be6,,2017,0.805,0.422,7,-12.316,1,0.26,0.164,0.0,0.138,0.93,131.262,audio_features,spotify:track:2dwQdG7tdb05Lb4lIe40wj,https://api.spotify.com/v1/tracks/2dwQdG7tdb05Lb4lIe40wj,https://api.spotify.com/v1/audio-analysis/2dwQdG7tdb05Lb4lIe40wj,203133,4,1,230
6HE1NRFp9tcO4Q17vfWppD,Satisfy My Soul,Bob Marley & The Wailers,https://i.scdn.co/image/ab67616d0000b273fe3cfa9aafb127e890d5126b,,1978,0.757,0.382,7,-12.672,1,0.184,0.000796,6.69e-06,0.129,0.427,127.986,audio_features,spotify:track:6HE1NRFp9tcO4Q17vfWppD,https://api.spotify.com/v1/tracks/6HE1NRFp9tcO4Q17vfWppD,https://api.spotify.com/v1/audio-analysis/6HE1NRFp9tcO4Q17vfWppD,270187,4,1,231
3PzsbWSQdLCKDLxn7YZfkM,I'm On Fire,Bruce Springsteen,https://i.scdn.co/image/ab67616d0000b273a7865e686c36a4adda6c9978,https://p.scdn.co/mp3-preview/839fc52b6dca91c584207dbd9da6232640e5940a?cid=f4f54a850da14f27a6e2b44603fe8013,1984,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,audio_features,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,https://api.spotify.com/v1/tracks/3PzsbWSQdLCKDLxn7YZfkM,https://api.spotify.com/v1/audio-analysis/3PzsbWSQdLCKDLxn7YZfkM,155880,4,1,232
3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70,https://p.scdn.co/mp3-preview/46b0229c06712c5b5e143724c0617e51a9b6e432?cid=f4f54a850da14f27a6e2b44603fe8013,1991,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,264307,4,1,233
1VREN3iKxfXrN6koXcXWPM,Spiders & Snakes,Jim Stafford,https://i.scdn.co/image/ab67616d0000b2734679405b59de40f9f4d141dd,,1974,0.657,0.722,4,-9.014,1,0.0548,0.337,0.000694,0.164,0.904,163.735,audio_features,spotify:track:1VREN3iKxfXrN6koXcXWPM,https://api.spotify.com/v1/tracks/1VREN3iKxfXrN6koXcXWPM,https://api.spotify.com/v1/audio-analysis/1VREN3iKxfXrN6koXcXWPM,186667,4,1,234
0s995gCthqnYJCWGvfKpNt,"One Bourbon, One Scotch, One Beer",George Thorogood & The Destroyers,https://i.scdn.co/image/ab67616d0000b2739fcd6ab029561198ac8b42bd,,1977,0.552,0.643,9,-14.523,1,0.14,0.144,0.0027,0.0878,0.763,136.764,audio_features,spotify:track:0s995gCthqnYJCWGvfKpNt,https://api.spotify.com/v1/tracks/0s995gCthqnYJCWGvfKpNt,https://api.spotify.com/v1/audio-analysis/0s995gCthqnYJCWGvfKpNt,506720,4,1,235
2zrtp9krR2IyT9mi2PaIBC,I Wonder,Rodríguez,https://i.scdn.co/image/ab67616d0000b273e7e1b574a9e6b9f26c7c3f49,,1970,0.53,0.685,9,-6.69,1,0.0658,0.109,0.000277,0.123,0.709,113.618,audio_features,spotify:track:2zrtp9krR2IyT9mi2PaIBC,https://api.spotify.com/v1/tracks/2zrtp9krR2IyT9mi2PaIBC,https://api.spotify.com/v1/audio-analysis/2zrtp9krR2IyT9mi2PaIBC,154240,4,1,236
1pU1pXG43llTiLi1JXl57c,Inner City Blues,Rodríguez,https://i.scdn.co/image/ab67616d0000b273e7e1b574a9e6b9f26c7c3f49,,1970,0.556,0.542,6,-7.405,1,0.045,0.193,3.36e-06,0.0868,0.424,119.222,audio_features,spotify:track:1pU1pXG43llTiLi1JXl57c,https://api.spotify.com/v1/tracks/1pU1pXG43llTiLi1JXl57c,https://api.spotify.com/v1/audio-analysis/1pU1pXG43llTiLi1JXl57c,206680,4,1,237
3S36aqn9EqvHkRCAa86oiF,Rich Folks Hoax,Rodríguez,https://i.scdn.co/image/ab67616d0000b273e7e1b574a9e6b9f26c7c3f49,,1970,0.595,0.746,4,-4.92,0,0.0315,0.349,2.14e-05,0.0758,0.487,122.04,audio_features,spotify:track:3S36aqn9EqvHkRCAa86oiF,https://api.spotify.com/v1/tracks/3S36aqn9EqvHkRCAa86oiF,https://api.spotify.com/v1/audio-analysis/3S36aqn9EqvHkRCAa86oiF,185587,4,1,238
5I9zIwGB6f0edpjO5oX2b9,Escape (The Pina Colada Song),Rupert Holmes,https://i.scdn.co/image/ab67616d0000b273080cc92336eb13a0ec662146,,1998,0.824,0.739,0,-7.198,1,0.0602,0.24,1.43e-06,0.0866,0.954,139.344,audio_features,spotify:track:5I9zIwGB6f0edpjO5oX2b9,https://api.spotify.com/v1/tracks/5I9zIwGB6f0edpjO5oX2b9,https://api.spotify.com/v1/audio-analysis/5I9zIwGB6f0edpjO5oX2b9,275293,4,1,239
4TOMI010Sd4ZAX4aZ5TS85,Perfect Day,Lou Reed,https://i.scdn.co/image/ab67616d0000b273d55149748dca0e5a1f40778e,https://p.scdn.co/mp3-preview/84d43797277b787143eb09575da79623a2141efa?cid=f4f54a850da14f27a6e2b44603fe8013,1972,0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,audio_features,spotify:track:4TOMI010Sd4ZAX4aZ5TS85,https://api.spotify.com/v1/tracks/4TOMI010Sd4ZAX4aZ5TS85,https://api.spotify.com/v1/audio-analysis/4TOMI010Sd4ZAX4aZ5TS85,225000,3,1,240
407ltk0BtcZI8kgu0HH4Yj,Into My Arms - 2011 Remastered Version,Nick Cave & The Bad Seeds,https://i.scdn.co/image/ab67616d0000b273d0535e1261840a3994463e8e,,1997,0.484,0.0874,0,-17.796,1,0.0394,0.894,0.154,0.11,0.219,94.163,audio_features,spotify:track:407ltk0BtcZI8kgu0HH4Yj,https://api.spotify.com/v1/tracks/407ltk0BtcZI8kgu0HH4Yj,https://api.spotify.com/v1/audio-analysis/407ltk0BtcZI8kgu0HH4Yj,256120,4,1,241
69EkVHI0mRHqMXFmXDMLuP,Cry to Me,Marc Broussard,https://i.scdn.co/image/ab67616d0000b273cc7c0df64e61b4065a957b3e,https://p.scdn.co/mp3-preview/c0ef0778235603595013b177ea9f5912bc3c93a5?cid=f4f54a850da14f27a6e2b44603fe8013,2016,0.781,0.647,4,-6.404,1,0.0282,0.288,0.0,0.227,0.697,113.936,audio_features,spotify:track:69EkVHI0mRHqMXFmXDMLuP,https://api.spotify.com/v1/tracks/69EkVHI0mRHqMXFmXDMLuP,https://api.spotify.com/v1/audio-analysis/69EkVHI0mRHqMXFmXDMLuP,157613,4,1,242
3Iy368iuUPRlrKzRrNCl1X,The Real Deal,The Deslondes,https://i.scdn.co/image/ab67616d0000b273a13af6b70026ece6d3c8c6b4,https://p.scdn.co/mp3-preview/e284da5ff1751c9f3a835932f467ca7e1b67866a?cid=f4f54a850da14f27a6e2b44603fe8013,2015,0.594,0.916,3,-5.646,1,0.0302,0.44,3.07e-06,0.139,0.968,134.945,audio_features,spotify:track:3Iy368iuUPRlrKzRrNCl1X,https://api.spotify.com/v1/tracks/3Iy368iuUPRlrKzRrNCl1X,https://api.spotify.com/v1/audio-analysis/3Iy368iuUPRlrKzRrNCl1X,162627,4,1,243
0lIoY4ZQsdn5QzhraM9o9u,Because the Night,Patti Smith,https://i.scdn.co/image/ab67616d0000b273a28eabe111f67a386e75a31a,https://p.scdn.co/mp3-preview/9803a684e4d2af90d8fec47f95390ee8ace8f2d9?cid=f4f54a850da14f27a6e2b44603fe8013,1978,0.466,0.763,11,-7.748,0,0.0391,0.0542,0.0,0.119,0.473,123.539,audio_features,spotify:track:0lIoY4ZQsdn5QzhraM9o9u,https://api.spotify.com/v1/tracks/0lIoY4ZQsdn5QzhraM9o9u,https://api.spotify.com/v1/audio-analysis/0lIoY4ZQsdn5QzhraM9o9u,204800,4,1,244
3rIgqH7rTzpB7Gtvo6oDsA,Just Breathe (feat. Lukas Nelson),Willie Nelson,https://i.scdn.co/image/ab67616d0000b273c43d2d16ebc6eac757a885ec,https://p.scdn.co/mp3-preview/00c5b9f9e5c3f7dad02e07dd1da21ed72e51ab34?cid=f4f54a850da14f27a6e2b44603fe8013,2012,0.489,0.327,0,-12.523,1,0.0285,0.712,0.0012,0.135,0.282,99.544,audio_features,spotify:track:3rIgqH7rTzpB7Gtvo6oDsA,https://api.spotify.com/v1/tracks/3rIgqH7rTzpB7Gtvo6oDsA,https://api.spotify.com/v1/audio-analysis/3rIgqH7rTzpB7Gtvo6oDsA,242280,4,1,245
1CtAzw53AIXKjAemxy4b1j,Beds Are Burning - Remastered,Midnight Oil,https://i.scdn.co/image/ab67616d0000b2730dd350beeb5ac73672ad6e80,https://p.scdn.co/mp3-preview/5be028a45461c43aac74fd04a6d5466fe5cfc515?cid=f4f54a850da14f27a6e2b44603fe8013,1987,0.753,0.427,0,-11.112,1,0.0387,0.00787,0.00065,0.058,0.295,119.18,audio_features,spotify:track:1CtAzw53AIXKjAemxy4b1j,https://api.spotify.com/v1/tracks/1CtAzw53AIXKjAemxy4b1j,https://api.spotify.com/v1/audio-analysis/1CtAzw53AIXKjAemxy4b1j,255680,4,1,157
70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,ZZ Top,https://i.scdn.co/image/ab67616d0000b2730fe2ec86a0ec561ef2e2aae1,https://p.scdn.co/mp3-preview/15fc5671a2ac315a51c1433ef8d4fea720010de9?cid=f4f54a850da14f27a6e2b44603fe8013,1973,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,audio_features,spotify:track:70YvYr2hGlS01bKRIho1HM,https://api.spotify.com/v1/tracks/70YvYr2hGlS01bKRIho1HM,https://api.spotify.com/v1/audio-analysis/70YvYr2hGlS01bKRIho1HM,230480,4,1,247
3pRaLNL3b8x5uBOcsgvdqM,Hallelujah,Jeff Buckley,https://i.scdn.co/image/ab67616d0000b2736a760642a56847027428cb61,https://p.scdn.co/mp3-preview/b2267deb319eac11b93d8544ae7c714c16ca1959?cid=f4f54a850da14f27a6e2b44603fe8013,1994,0.324,0.136,0,-10.33,1,0.0318,0.931,0.00117,0.176,0.0831,97.256,audio_features,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/tracks/3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/audio-analysis/3pRaLNL3b8x5uBOcsgvdqM,413827,3,1,248
4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,Creedence Clearwater Revival,https://i.scdn.co/image/ab67616d0000b2739f39192f9f8ca1c90847b3e5,,1969,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,audio_features,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/tracks/4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/audio-analysis/4BP3uh0hFLFRb5cjsgLqDh,140773,4,1,249
0i3BdHdGazxdCxJHj6Jdvx,Welcome to Hard Times,Charley Crockett,https://i.scdn.co/image/ab67616d0000b273d87c52723d1d097922e071f3,https://p.scdn.co/mp3-preview/23fab205cf73bd81b1f12bbd6116622d8648896d?cid=f4f54a850da14f27a6e2b44603fe8013,2020,0.733,0.42,10,-9.345,1,0.0299,0.539,0.0186,0.123,0.667,115.001,audio_features,spotify:track:0i3BdHdGazxdCxJHj6Jdvx,https://api.spotify.com/v1/tracks/0i3BdHdGazxdCxJHj6Jdvx,https://api.spotify.com/v1/audio-analysis/0i3BdHdGazxdCxJHj6Jdvx,185754,4,1,250
2cLGgmjT7pQ4MhcwpdqA4E,(I’m Gonna Get Over This) Some Day,Logan Ledger,https://i.scdn.co/image/ab67616d0000b273d2022a0ff5529e1d0fd46561,,2020,0.458,0.764,5,-7.424,1,0.0472,0.451,0.275,0.0905,0.791,171.121,audio_features,spotify:track:2cLGgmjT7pQ4MhcwpdqA4E,https://api.spotify.com/v1/tracks/2cLGgmjT7pQ4MhcwpdqA4E,https://api.spotify.com/v1/audio-analysis/2cLGgmjT7pQ4MhcwpdqA4E,172480,4,1,251
6tCLQ3LO1V9l6qdrrwdV6q,My Silver Lining,First Aid Kit,https://i.scdn.co/image/ab67616d0000b27343492083d16b99eef3bb13ce,https://p.scdn.co/mp3-preview/87666d53064eeef2d74e97b1f0e12095d5c10b35?cid=f4f54a850da14f27a6e2b44603fe8013,2014,0.479,0.725,2,-4.671,1,0.0335,0.026,0.000129,0.209,0.43,101.938,audio_features,spotify:track:6tCLQ3LO1V9l6qdrrwdV6q,https://api.spotify.com/v1/tracks/6tCLQ3LO1V9l6qdrrwdV6q,https://api.spotify.com/v1/audio-analysis/6tCLQ3LO1V9l6qdrrwdV6q,215493,4,1,252
3MWlRAymfNmKb4REYGKLVR,Emmanuel,TK & The Holy Know-Nothings,https://i.scdn.co/image/ab67616d0000b2730264f7799be5e59c61037cb7,https://p.scdn.co/mp3-preview/fd96a5db96dd760bbf6b86c86f0f5cede78f823e?cid=f4f54a850da14f27a6e2b44603fe8013,2019,0.613,0.281,7,-10.92,1,0.0397,0.675,9.49e-05,0.103,0.484,145.207,audio_features,spotify:track:3MWlRAymfNmKb4REYGKLVR,https://api.spotify.com/v1/tracks/3MWlRAymfNmKb4REYGKLVR,https://api.spotify.com/v1/audio-analysis/3MWlRAymfNmKb4REYGKLVR,253653,4,1,253
4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,https://i.scdn.co/image/ab67616d0000b2735d48e2f56d691f9a4e4b0bdf,https://p.scdn.co/mp3-preview/73d913b1a9cfa64fda1f7d04d7bb16345fa0aac4?cid=f4f54a850da14f27a6e2b44603fe8013,1979,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,audio_features,spotify:track:4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/tracks/4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/audio-analysis/4gMgiXfqyzZLMhsksGmbQV,238747,4,1,254
4yWl0tnEanf3zmZzl9kbQn,Forever Young - Slow Version,Bob Dylan,https://i.scdn.co/image/ab67616d0000b2734042ca1eaf2d769794da7930,https://p.scdn.co/mp3-preview/cc65e5dd21e24bf50264277e22e45a0894d879ef?cid=f4f54a850da14f27a6e2b44603fe8013,1974,0.488,0.493,2,-9.878,1,0.0464,0.255,0.000181,0.102,0.389,135.093,audio_features,spotify:track:4yWl0tnEanf3zmZzl9kbQn,https://api.spotify.com/v1/tracks/4yWl0tnEanf3zmZzl9kbQn,https://api.spotify.com/v1/audio-analysis/4yWl0tnEanf3zmZzl9kbQn,296133,4,1,255
0Fnb2pfBfu0ka33d6Yki17,All Along the Watchtower,Bob Dylan,https://i.scdn.co/image/ab67616d0000b27381efb7dfa40bbfa10a199e38,https://p.scdn.co/mp3-preview/297b663c17cd72b2985f67fec63c2a10ebc7816f?cid=f4f54a850da14f27a6e2b44603fe8013,1967,0.581,0.41,1,-12.617,0,0.0303,0.475,2.04e-05,0.0746,0.697,129.175,audio_features,spotify:track:0Fnb2pfBfu0ka33d6Yki17,https://api.spotify.com/v1/tracks/0Fnb2pfBfu0ka33d6Yki17,https://api.spotify.com/v1/audio-analysis/0Fnb2pfBfu0ka33d6Yki17,151093,4,1,256
5j216bw8PG0EcIdfu92k4l,Isis,Bob Dylan,https://i.scdn.co/image/ab67616d0000b2738e1a23e42f68260b7b274e09,https://p.scdn.co/mp3-preview/f8ef19380cd8c828a74afcbc192bfb0c7f872828?cid=f4f54a850da14f27a6e2b44603fe8013,1976,0.516,0.717,3,-7.142,1,0.0343,0.126,0.0,0.186,0.883,147.957,audio_features,spotify:track:5j216bw8PG0EcIdfu92k4l,https://api.spotify.com/v1/tracks/5j216bw8PG0EcIdfu92k4l,https://api.spotify.com/v1/audio-analysis/5j216bw8PG0EcIdfu92k4l,418293,3,1,257
2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman,https://i.scdn.co/image/ab67616d0000b2737602becfedf6e25752cb54ff,https://p.scdn.co/mp3-preview/ce0d4429f7d48e488e464ecf03a690ada14da02c?cid=f4f54a850da14f27a6e2b44603fe8013,1988,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,audio_features,spotify:track:2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/audio-analysis/2M9ro2krNb7nr7HSprkEgo,296800,4,1,258
2w3ScXudq4aD3K5HFO5xvx,Gold Dust Woman - 2004 Remaster,Fleetwood Mac,https://i.scdn.co/image/ab67616d0000b27357df7ce0eac715cf70e519a7,https://p.scdn.co/mp3-preview/c52b4dbc95b29f1bb9b902946062ee213fe32ba5?cid=f4f54a850da14f27a6e2b44603fe8013,1977,0.666,0.608,7,-9.335,1,0.0319,0.281,0.000804,0.466,0.674,123.18,audio_features,spotify:track:2w3ScXudq4aD3K5HFO5xvx,https://api.spotify.com/v1/tracks/2w3ScXudq4aD3K5HFO5xvx,https://api.spotify.com/v1/audio-analysis/2w3ScXudq4aD3K5HFO5xvx,295627,4,1,259
4fQMGlCawbTkH9yPPZ49kP,Green Onions,Booker T. & the M.G.'s,https://i.scdn.co/image/ab67616d0000b27346007ceff2f1c33c9b9ec19c,https://p.scdn.co/mp3-preview/c9f6e475c8c7a3bb3f52059816ff66d086a3f171?cid=f4f54a850da14f27a6e2b44603fe8013,1962,0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,audio_features,spotify:track:4fQMGlCawbTkH9yPPZ49kP,https://api.spotify.com/v1/tracks/4fQMGlCawbTkH9yPPZ49kP,https://api.spotify.com/v1/audio-analysis/4fQMGlCawbTkH9yPPZ49kP,176333,4,1,260
39wnr7crppEjAKAyg1csS7,Little Green Bag,George Baker Selection,https://i.scdn.co/image/ab67616d0000b273f3cf7a3a0eea18c31fe043a8,,2009,0.697,0.665,7,-12.384,1,0.0319,0.04,0.000613,0.112,0.874,103.448,audio_features,spotify:track:39wnr7crppEjAKAyg1csS7,https://api.spotify.com/v1/tracks/39wnr7crppEjAKAyg1csS7,https://api.spotify.com/v1/audio-analysis/39wnr7crppEjAKAyg1csS7,195467,4,1,261
5Hn7uZqDarw5VTNX1XluV3,"Bullwinkle, Pt. II",The Centurians,https://i.scdn.co/image/ab67616d0000b273eb0449721df3ff15b7b53bf3,https://p.scdn.co/mp3-preview/8f6387344ce4add298fb4fde94a3fa1a16260519?cid=f4f54a850da14f27a6e2b44603fe8013,2005,0.4,0.348,7,-15.4,0,0.037,0.773,0.78,0.0889,0.331,157.808,audio_features,spotify:track:5Hn7uZqDarw5VTNX1XluV3,https://api.spotify.com/v1/tracks/5Hn7uZqDarw5VTNX1XluV3,https://api.spotify.com/v1/audio-analysis/5Hn7uZqDarw5VTNX1XluV3,136547,4,1,262
