id,song_name,artist,pic_url,preview_url,release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,test,index
3YdKJzcoMZMacISlpY4QoP,I Only Have Eyes for You,The Flamingos,https://i.scdn.co/image/ab67616d0000b2731ba2d22b62756c8c2d579c14,https://p.scdn.co/mp3-preview/8b14a85d40cb09317394770b12a3420b5e3a53b2?cid=f4f54a850da14f27a6e2b44603fe8013,1959,0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554,audio_features,spotify:track:3YdKJzcoMZMacISlpY4QoP,https://api.spotify.com/v1/tracks/3YdKJzcoMZMacISlpY4QoP,https://api.spotify.com/v1/audio-analysis/3YdKJzcoMZMacISlpY4QoP,202773,3,0,514
5P11rW6aJErF37MTfRZS31,"Hallelujah, I Love Her So",Ray Charles,https://i.scdn.co/image/ab67616d0000b273f0e951707ca49b533fdbf64e,https://p.scdn.co/mp3-preview/01855a1cf93d484ef00e7aba5af56da9b95e4378?cid=f4f54a850da14f27a6e2b44603fe8013,1957,0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,audio_features,spotify:track:5P11rW6aJErF37MTfRZS31,https://api.spotify.com/v1/tracks/5P11rW6aJErF37MTfRZS31,https://api.spotify.com/v1/audio-analysis/5P11rW6aJErF37MTfRZS31,155507,4,0,515
2gNjmvuQiEd2z9SqyYi8HH,Summertime,Ella Fitzgerald,https://i.scdn.co/image/ab67616d0000b27311aafea0ad62648d4669626f,,1958,0.172,0.0696,11,-21.295,0,0.0339,0.916,0.00199,0.137,0.103,167.974,audio_features,spotify:track:2gNjmvuQiEd2z9SqyYi8HH,https://api.spotify.com/v1/tracks/2gNjmvuQiEd2z9SqyYi8HH,https://api.spotify.com/v1/audio-analysis/2gNjmvuQiEd2z9SqyYi8HH,298133,5,0,516
4l9hml2UCnxoNI3yCdL1BW,My Funny Valentine,Chet Baker,https://i.scdn.co/image/ab67616d0000b273bcaf6f097b310e20504f2de0,,1956,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,audio_features,spotify:track:4l9hml2UCnxoNI3yCdL1BW,https://api.spotify.com/v1/tracks/4l9hml2UCnxoNI3yCdL1BW,https://api.spotify.com/v1/audio-analysis/4l9hml2UCnxoNI3yCdL1BW,141133,4,0,518
66iKqUazBbTlAEjcZrpDkD,What A Diff'rence A Day Made,Dinah Washington,https://i.scdn.co/image/ab67616d0000b273a78eaacc0d1eca994d3ffd38,,1959,0.387,0.117,0,-17.803,1,0.0299,0.925,0.000171,0.109,0.166,93.575,audio_features,spotify:track:66iKqUazBbTlAEjcZrpDkD,https://api.spotify.com/v1/tracks/66iKqUazBbTlAEjcZrpDkD,https://api.spotify.com/v1/audio-analysis/66iKqUazBbTlAEjcZrpDkD,151867,4,0,519
2vSxjnyrWrtxyfzO47EX6q,Smoke Gets In Your Eyes,The Platters,https://i.scdn.co/image/ab67616d0000b2731946f4ef9260e9656376d020,,1959,0.203,0.295,3,-11.155,1,0.0323,0.92,2.05e-06,0.173,0.285,171.222,audio_features,spotify:track:2vSxjnyrWrtxyfzO47EX6q,https://api.spotify.com/v1/tracks/2vSxjnyrWrtxyfzO47EX6q,https://api.spotify.com/v1/audio-analysis/2vSxjnyrWrtxyfzO47EX6q,160933,3,0,520
47gmoUrZV3w20JAnQOZMcO,Blue Suede Shoes,Elvis Presley,https://i.scdn.co/image/ab67616d0000b273f45cec7e72b9dec993c18872,https://p.scdn.co/mp3-preview/e43f2846421b0b326e2fc01716e9833d9eb2cfe6?cid=f4f54a850da14f27a6e2b44603fe8013,1956,0.557,0.66,2,-7.706,1,0.056,0.654,1.66e-06,0.138,0.962,95.252,audio_features,spotify:track:47gmoUrZV3w20JAnQOZMcO,https://api.spotify.com/v1/tracks/47gmoUrZV3w20JAnQOZMcO,https://api.spotify.com/v1/audio-analysis/47gmoUrZV3w20JAnQOZMcO,119200,4,0,521
4hHbeIIKO5Y5uLyIEbY9Gn,Come Fly With Me - Remastered 1998,Frank Sinatra,https://i.scdn.co/image/ab67616d0000b273068a5559744d17bd5e871740,,1958,0.574,0.338,6,-11.376,1,0.042,0.845,0.0,0.165,0.493,67.008,audio_features,spotify:track:4hHbeIIKO5Y5uLyIEbY9Gn,https://api.spotify.com/v1/tracks/4hHbeIIKO5Y5uLyIEbY9Gn,https://api.spotify.com/v1/audio-analysis/4hHbeIIKO5Y5uLyIEbY9Gn,199093,4,0,522
1uRKT2LRANv4baowBWHfDS,(We're Gonna) Rock Around The Clock,Bill Haley & His Comets,https://i.scdn.co/image/ab67616d0000b2739060a2c0a01366ee03274597,,1955,0.811,0.859,9,-6.317,1,0.168,0.205,3.73e-06,0.0761,0.784,90.686,audio_features,spotify:track:1uRKT2LRANv4baowBWHfDS,https://api.spotify.com/v1/tracks/1uRKT2LRANv4baowBWHfDS,https://api.spotify.com/v1/audio-analysis/1uRKT2LRANv4baowBWHfDS,129893,4,0,523
3oAWTk92mZBxKBOKf8mR5v,Summertime Blues,Eddie Cochran,https://i.scdn.co/image/ab67616d0000b27324c50e31cea9cf898d05448c,,1960,0.714,0.886,11,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,audio_features,spotify:track:3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/tracks/3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/audio-analysis/3oAWTk92mZBxKBOKf8mR5v,119360,4,0,524
507IFqPuG8mBQoKebfGG9t,Long Tall Sally (The Thing),Little Richard,https://i.scdn.co/image/ab67616d0000b2738a22827b01e5d68d3736d58b,,1957,0.474,0.608,5,-5.139,1,0.0825,0.755,0.0,0.0928,0.888,184.694,audio_features,spotify:track:507IFqPuG8mBQoKebfGG9t,https://api.spotify.com/v1/tracks/507IFqPuG8mBQoKebfGG9t,https://api.spotify.com/v1/audio-analysis/507IFqPuG8mBQoKebfGG9t,127427,4,0,525
58PSYdY0GFg0LFb2PxYk4T,Mannish Boy,Muddy Waters,https://i.scdn.co/image/ab67616d0000b2731063bd72c8de25474308ccc9,https://p.scdn.co/mp3-preview/4cfb55a2ddbd24a5538f21588a85fa5727025aa7?cid=f4f54a850da14f27a6e2b44603fe8013,1977,0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,audio_features,spotify:track:58PSYdY0GFg0LFb2PxYk4T,https://api.spotify.com/v1/tracks/58PSYdY0GFg0LFb2PxYk4T,https://api.spotify.com/v1/audio-analysis/58PSYdY0GFg0LFb2PxYk4T,321133,3,0,526
2WaYW84yWij5NSCpgSeU2R,You Make Me Feel So Young - Remastered 1998,Frank Sinatra,https://i.scdn.co/image/ab67616d0000b273d7720a6a8b713b833313f396,,1956,0.577,0.306,9,-11.559,1,0.0427,0.383,0.0,0.18,0.568,125.166,audio_features,spotify:track:2WaYW84yWij5NSCpgSeU2R,https://api.spotify.com/v1/tracks/2WaYW84yWij5NSCpgSeU2R,https://api.spotify.com/v1/audio-analysis/2WaYW84yWij5NSCpgSeU2R,177400,4,0,528
64Ny7djQ6rNJspquof2KoX,Hound Dog,Elvis Presley,https://i.scdn.co/image/ab67616d0000b27320ee3e86e17f17239bef1f76,https://p.scdn.co/mp3-preview/5565c6d80f853affdfccb9f71f2ec170c95861ef?cid=f4f54a850da14f27a6e2b44603fe8013,1958,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,audio_features,spotify:track:64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/tracks/64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/audio-analysis/64Ny7djQ6rNJspquof2KoX,136027,4,0,529
2drXvACELcvwryaFRiRPdA,Sh-Boom,The Chords,https://i.scdn.co/image/ab67616d0000b27315b2cfd135d4eaba438066ce,https://p.scdn.co/mp3-preview/175ec162ff00951f976d25fb5e28ded46942e096?cid=f4f54a850da14f27a6e2b44603fe8013,2022,0.655,0.515,5,-7.726,1,0.0452,0.612,0.0,0.228,0.885,136.683,audio_features,spotify:track:2drXvACELcvwryaFRiRPdA,https://api.spotify.com/v1/tracks/2drXvACELcvwryaFRiRPdA,https://api.spotify.com/v1/audio-analysis/2drXvACELcvwryaFRiRPdA,144493,4,0,530
4I4aQGNJ2HufloNtB65nxR,That's Amore,Dean Martin,https://i.scdn.co/image/ab67616d0000b273df4dfaff5c996b7998d6c34e,,1954,0.471,0.146,10,-13.6,1,0.0309,0.782,0.0,0.0888,0.595,78.554,audio_features,spotify:track:4I4aQGNJ2HufloNtB65nxR,https://api.spotify.com/v1/tracks/4I4aQGNJ2HufloNtB65nxR,https://api.spotify.com/v1/audio-analysis/4I4aQGNJ2HufloNtB65nxR,190400,4,0,531
5yQ9iMZXGcr5rlO4hoLsP4,"What'd I Say, Pt. 1 & 2",Ray Charles,https://i.scdn.co/image/ab67616d0000b2731990f67950270de15b709d99,https://p.scdn.co/mp3-preview/a30d7f638a0b38851eb1b3068bc8cfe4c7113b33?cid=f4f54a850da14f27a6e2b44603fe8013,1959,0.54,0.681,4,-5.44,1,0.0508,0.808,0.0,0.162,0.794,88.385,audio_features,spotify:track:5yQ9iMZXGcr5rlO4hoLsP4,https://api.spotify.com/v1/tracks/5yQ9iMZXGcr5rlO4hoLsP4,https://api.spotify.com/v1/audio-analysis/5yQ9iMZXGcr5rlO4hoLsP4,307053,4,0,532
5TNpCThzzXHEipXGKgNG8T,Cheek To Cheek,Ella Fitzgerald,https://i.scdn.co/image/ab67616d0000b273bbe653db27f7711379f92fc5,,1956,0.655,0.31,0,-13.4,1,0.0866,0.573,0.0,0.119,0.665,121.999,audio_features,spotify:track:5TNpCThzzXHEipXGKgNG8T,https://api.spotify.com/v1/tracks/5TNpCThzzXHEipXGKgNG8T,https://api.spotify.com/v1/audio-analysis/5TNpCThzzXHEipXGKgNG8T,353267,4,0,533
50RwvvEKX5Q7AZt8FTAwIF,That'll Be The Day,Buddy Holly,https://i.scdn.co/image/ab67616d0000b273085751ccca901e9bbc25a816,,1958,0.536,0.637,2,-7.774,1,0.0343,0.467,0.0,0.0838,0.798,115.24,audio_features,spotify:track:50RwvvEKX5Q7AZt8FTAwIF,https://api.spotify.com/v1/tracks/50RwvvEKX5Q7AZt8FTAwIF,https://api.spotify.com/v1/audio-analysis/50RwvvEKX5Q7AZt8FTAwIF,150133,4,0,534
3E5ndyOfO6vFDEIE42HA8o,Mack the Knife,Bobby Darin,https://i.scdn.co/image/ab67616d0000b273e774643594281699bde1e4ed,https://p.scdn.co/mp3-preview/c548d30e535d83c4e90162a7435f8764669fd381?cid=f4f54a850da14f27a6e2b44603fe8013,1959,0.549,0.529,3,-12.291,0,0.108,0.76,0.0,0.206,0.464,82.755,audio_features,spotify:track:3E5ndyOfO6vFDEIE42HA8o,https://api.spotify.com/v1/tracks/3E5ndyOfO6vFDEIE42HA8o,https://api.spotify.com/v1/audio-analysis/3E5ndyOfO6vFDEIE42HA8o,184333,4,0,535
6C7aTTCUWRK7dD379yUT3W,Roll Over Beethoven,Chuck Berry,https://i.scdn.co/image/ab67616d0000b273a496dc8c33ca6d10668b3157,,1959,0.715,0.797,3,-10.154,1,0.193,0.837,0.0,0.209,0.841,92.739,audio_features,spotify:track:6C7aTTCUWRK7dD379yUT3W,https://api.spotify.com/v1/tracks/6C7aTTCUWRK7dD379yUT3W,https://api.spotify.com/v1/audio-analysis/6C7aTTCUWRK7dD379yUT3W,144600,4,0,536
1oDCK7PW72XEZ1pE5rh87A,Smile,Nat King Cole,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701,,1991,0.226,0.136,5,-19.203,0,0.0327,0.862,8.07e-06,0.302,0.263,79.37,audio_features,spotify:track:1oDCK7PW72XEZ1pE5rh87A,https://api.spotify.com/v1/tracks/1oDCK7PW72XEZ1pE5rh87A,https://api.spotify.com/v1/audio-analysis/1oDCK7PW72XEZ1pE5rh87A,173267,5,0,537
0QGwOFQChzflLAmPq5NwKo,A Teenager In Love,Dion & The Belmonts,https://i.scdn.co/image/ab67616d0000b2737a609132064a415169a915cc,,1959,0.555,0.377,1,-9.123,1,0.0295,0.671,0.0,0.128,0.619,78.986,audio_features,spotify:track:0QGwOFQChzflLAmPq5NwKo,https://api.spotify.com/v1/tracks/0QGwOFQChzflLAmPq5NwKo,https://api.spotify.com/v1/audio-analysis/0QGwOFQChzflLAmPq5NwKo,158253,4,0,538
5zvOXJrzzUlvXwyuwZ0toZ,Oh! Carol,Neil Sedaka,https://i.scdn.co/image/ab67616d0000b2733843b432892fdff0ffd2c96d,https://p.scdn.co/mp3-preview/c5f586aecbb74729cb4beb34e6d02e938c3d1a6b?cid=f4f54a850da14f27a6e2b44603fe8013,1959,0.728,0.734,11,-3.234,1,0.0318,0.63,3.56e-05,0.137,0.965,135.078,audio_features,spotify:track:5zvOXJrzzUlvXwyuwZ0toZ,https://api.spotify.com/v1/tracks/5zvOXJrzzUlvXwyuwZ0toZ,https://api.spotify.com/v1/audio-analysis/5zvOXJrzzUlvXwyuwZ0toZ,135467,4,0,539
6OsefWNJtsWqO7myze1HEX,Money (That's What I Want) - Single Version / Mono,Barrett Strong,https://i.scdn.co/image/ab67616d0000b2738133c389b5a5ce1fc4fdd477,,2004,0.656,0.813,5,-7.324,1,0.033,0.349,0.0,0.114,0.96,132.313,audio_features,spotify:track:6OsefWNJtsWqO7myze1HEX,https://api.spotify.com/v1/tracks/6OsefWNJtsWqO7myze1HEX,https://api.spotify.com/v1/audio-analysis/6OsefWNJtsWqO7myze1HEX,158493,4,0,540
79nJj5dMyTsUzKvN5jUXsJ,I Can't Stop Loving You,Ray Charles,https://i.scdn.co/image/ab67616d0000b2737b97663666f03928ff1e4578,,2009,0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,audio_features,spotify:track:79nJj5dMyTsUzKvN5jUXsJ,https://api.spotify.com/v1/tracks/79nJj5dMyTsUzKvN5jUXsJ,https://api.spotify.com/v1/audio-analysis/79nJj5dMyTsUzKvN5jUXsJ,256120,3,0,541
7eqNATKM78MkWP6aHGXHEV,Put Your Head on My Shoulder,Paul Anka,https://i.scdn.co/image/ab67616d0000b27323e5822ae255ef170c40caf0,https://p.scdn.co/mp3-preview/bec3430010c1b3452628ba145a4ea56989a5c25f?cid=f4f54a850da14f27a6e2b44603fe8013,1966,0.549,0.433,7,-8.526,1,0.0327,0.906,0.0108,0.0774,0.486,116.068,audio_features,spotify:track:7eqNATKM78MkWP6aHGXHEV,https://api.spotify.com/v1/tracks/7eqNATKM78MkWP6aHGXHEV,https://api.spotify.com/v1/audio-analysis/7eqNATKM78MkWP6aHGXHEV,155080,3,0,542
40fD7ct05FvQHLdQTgJelG,Splish Splash,Bobby Darin,https://i.scdn.co/image/ab67616d0000b273e122d21b6026da241cd33997,https://p.scdn.co/mp3-preview/a49adcdc296bf2d004f05c02d6266fade2073dcb?cid=f4f54a850da14f27a6e2b44603fe8013,1958,0.645,0.943,0,-1.526,1,0.0393,0.385,0.0,0.37,0.965,147.768,audio_features,spotify:track:40fD7ct05FvQHLdQTgJelG,https://api.spotify.com/v1/tracks/40fD7ct05FvQHLdQTgJelG,https://api.spotify.com/v1/audio-analysis/40fD7ct05FvQHLdQTgJelG,131720,4,0,543
62eAoNfrrS84177LOzJMQx,Papa Loves Mambo,Perry Como,https://i.scdn.co/image/ab67616d0000b273f59578709fd742ab6a48dccb,https://p.scdn.co/mp3-preview/5d608551226ae776c0f90d719b0efc6486368b7b?cid=f4f54a850da14f27a6e2b44603fe8013,1975,0.674,0.498,0,-10.07,1,0.13,0.512,2.05e-06,0.404,0.747,81.075,audio_features,spotify:track:62eAoNfrrS84177LOzJMQx,https://api.spotify.com/v1/tracks/62eAoNfrrS84177LOzJMQx,https://api.spotify.com/v1/audio-analysis/62eAoNfrrS84177LOzJMQx,162107,4,0,544
11fNLqDB47gMKj7BHhR2Qr,Wake up Little Susie,The Everly Brothers,https://i.scdn.co/image/ab67616d0000b273e9a522d43a304d4d433ff251,https://p.scdn.co/mp3-preview/dad94ca5005c094a9b81d005374044f67ebda6d4?cid=f4f54a850da14f27a6e2b44603fe8013,1964,0.709,0.62,2,-9.382,1,0.034,0.318,0.0,0.0426,0.936,93.723,audio_features,spotify:track:11fNLqDB47gMKj7BHhR2Qr,https://api.spotify.com/v1/tracks/11fNLqDB47gMKj7BHhR2Qr,https://api.spotify.com/v1/audio-analysis/11fNLqDB47gMKj7BHhR2Qr,123520,4,0,545
1ntGJDSakqsaw1KhptKrB5,My Prayer,The Platters,https://i.scdn.co/image/ab67616d0000b2735e3b143a43c2a65158a59a94,,1956,0.359,0.272,10,-8.393,1,0.0294,0.812,0.0,0.095,0.254,109.249,audio_features,spotify:track:1ntGJDSakqsaw1KhptKrB5,https://api.spotify.com/v1/tracks/1ntGJDSakqsaw1KhptKrB5,https://api.spotify.com/v1/audio-analysis/1ntGJDSakqsaw1KhptKrB5,167800,3,0,546
06PdA0DLgF4BfAeUNZAbFG,Blueberry Hill,Fats Domino,https://i.scdn.co/image/ab67616d0000b27374e3823e9643fabc830851dd,,1959,0.489,0.499,11,-9.702,1,0.0271,0.74,0.000236,0.156,0.829,133.341,audio_features,spotify:track:06PdA0DLgF4BfAeUNZAbFG,https://api.spotify.com/v1/tracks/06PdA0DLgF4BfAeUNZAbFG,https://api.spotify.com/v1/audio-analysis/06PdA0DLgF4BfAeUNZAbFG,147880,3,0,547
4gFlHAye7To29Fs4UszQUH,I Get Along Without You Very Well (Except Sometimes) - Vocal Version,Chet Baker,https://i.scdn.co/image/ab67616d0000b273bcaf6f097b310e20504f2de0,,1956,0.442,0.033,10,-23.063,1,0.041,0.922,0.000171,0.151,0.21,103.34,audio_features,spotify:track:4gFlHAye7To29Fs4UszQUH,https://api.spotify.com/v1/tracks/4gFlHAye7To29Fs4UszQUH,https://api.spotify.com/v1/audio-analysis/4gFlHAye7To29Fs4UszQUH,179640,3,0,548
0ZvgXNstN4o2ZXPomtBYVp,"Good Golly, Miss Molly",Little Richard,https://i.scdn.co/image/ab67616d0000b273cc4c510d6d19a2d03e2fc757,,1969,0.563,0.741,7,-11.947,1,0.0486,0.602,0.00251,0.325,0.967,164.15,audio_features,spotify:track:0ZvgXNstN4o2ZXPomtBYVp,https://api.spotify.com/v1/tracks/0ZvgXNstN4o2ZXPomtBYVp,https://api.spotify.com/v1/audio-analysis/0ZvgXNstN4o2ZXPomtBYVp,129133,4,0,549
0VE4ayVlGs5DBoqOdgJ0Zv,Donna - Single Version,Ritchie Valens,https://i.scdn.co/image/ab67616d0000b2737723fdc89d8e25e65aa6730d,https://p.scdn.co/mp3-preview/fe07fc82f9bd7fdbe647b416a3c1e454e0d58ce3?cid=f4f54a850da14f27a6e2b44603fe8013,1959,0.472,0.225,5,-12.581,1,0.0263,0.864,0.0,0.111,0.29,100.299,audio_features,spotify:track:0VE4ayVlGs5DBoqOdgJ0Zv,https://api.spotify.com/v1/tracks/0VE4ayVlGs5DBoqOdgJ0Zv,https://api.spotify.com/v1/audio-analysis/0VE4ayVlGs5DBoqOdgJ0Zv,150973,3,0,550
1KLpjQFgubHI3GkAICCNH3,Dream Lover,Bobby Darin,https://i.scdn.co/image/ab67616d0000b27332ca9d1b933d95925e170c90,https://p.scdn.co/mp3-preview/f5f7c1cd134666b88bdffd58b4107094c1b16fe2?cid=f4f54a850da14f27a6e2b44603fe8013,2004,0.526,0.774,5,-1.692,1,0.0459,0.715,0.0,0.437,0.715,131.715,audio_features,spotify:track:1KLpjQFgubHI3GkAICCNH3,https://api.spotify.com/v1/tracks/1KLpjQFgubHI3GkAICCNH3,https://api.spotify.com/v1/audio-analysis/1KLpjQFgubHI3GkAICCNH3,150706,4,0,551
4FlYcJnfkeBpowEHJ72Bmt,Rockin' Robin,Bobby Day,https://i.scdn.co/image/ab67616d0000b273635d01ad663c01a3665d488d,https://p.scdn.co/mp3-preview/7b43783587061272d956c76316463fff29cdd08e?cid=f4f54a850da14f27a6e2b44603fe8013,1958,0.541,0.608,7,-13.083,1,0.106,0.298,0.0,0.234,0.938,171.992,audio_features,spotify:track:4FlYcJnfkeBpowEHJ72Bmt,https://api.spotify.com/v1/tracks/4FlYcJnfkeBpowEHJ72Bmt,https://api.spotify.com/v1/audio-analysis/4FlYcJnfkeBpowEHJ72Bmt,160080,4,0,552
2ZNTPtYmAhN9vCwnAgqKn1,"Shout, Pts. 1 & 2",The Isley Brothers,https://i.scdn.co/image/ab67616d0000b273f9ddaa9b3da1cd7275626987,https://p.scdn.co/mp3-preview/daaef949078ecfea871f20f8af03e65877987e53?cid=f4f54a850da14f27a6e2b44603fe8013,1959,0.489,0.866,10,-7.433,1,0.0933,0.753,0.0,0.876,0.416,138.63,audio_features,spotify:track:2ZNTPtYmAhN9vCwnAgqKn1,https://api.spotify.com/v1/tracks/2ZNTPtYmAhN9vCwnAgqKn1,https://api.spotify.com/v1/audio-analysis/2ZNTPtYmAhN9vCwnAgqKn1,268560,4,0,553
3MpGQae6zAFd7Z1FdLV9fV,Twilight Time - Single Version,The Platters,https://i.scdn.co/image/ab67616d0000b2738fe1c4818c6f397ed3056739,,1958,0.455,0.361,9,-12.562,1,0.0473,0.747,0.0,0.238,0.285,115.854,audio_features,spotify:track:3MpGQae6zAFd7Z1FdLV9fV,https://api.spotify.com/v1/tracks/3MpGQae6zAFd7Z1FdLV9fV,https://api.spotify.com/v1/audio-analysis/3MpGQae6zAFd7Z1FdLV9fV,168293,3,0,554
121sjkub4p4zcFNozkKnQD,Folsom Prison Blues,Johnny Cash,https://i.scdn.co/image/ab67616d0000b27323cf966c060364cec9424e02,,1960,0.754,0.54,5,-8.326,1,0.0266,0.687,7.51e-05,0.0868,0.79,101.738,audio_features,spotify:track:121sjkub4p4zcFNozkKnQD,https://api.spotify.com/v1/tracks/121sjkub4p4zcFNozkKnQD,https://api.spotify.com/v1/audio-analysis/121sjkub4p4zcFNozkKnQD,168554,4,0,555
4cRfSR0QxDlXRHTKyEOu93,"Come On, Let's Go",Ritchie Valens,https://i.scdn.co/image/ab67616d0000b2737723fdc89d8e25e65aa6730d,https://p.scdn.co/mp3-preview/a2163bb889eef2f3ca27f67d3dda2b75579a32fd?cid=f4f54a850da14f27a6e2b44603fe8013,1959,0.616,0.724,9,-8.101,1,0.042,0.788,3.16e-06,0.128,0.809,81.402,audio_features,spotify:track:4cRfSR0QxDlXRHTKyEOu93,https://api.spotify.com/v1/tracks/4cRfSR0QxDlXRHTKyEOu93,https://api.spotify.com/v1/audio-analysis/4cRfSR0QxDlXRHTKyEOu93,124587,3,0,556
0Rk9byjmZksAJX15onGns5,Teach Me Tonight,Dinah Washington,https://i.scdn.co/image/ab67616d0000b2732a9bdb7fe25cb06bb3c47695,,1988,0.558,0.231,5,-11.436,0,0.0812,0.805,0.0,0.142,0.403,73.103,audio_features,spotify:track:0Rk9byjmZksAJX15onGns5,https://api.spotify.com/v1/tracks/0Rk9byjmZksAJX15onGns5,https://api.spotify.com/v1/audio-analysis/0Rk9byjmZksAJX15onGns5,167493,4,0,557
7DJsL4jyXA39GDiHFQYQ0t,Mess Around,Ray Charles,https://i.scdn.co/image/ab67616d0000b273f0e951707ca49b533fdbf64e,https://p.scdn.co/mp3-preview/06b369274ecece821bb4ac82aadf484eeab83982?cid=f4f54a850da14f27a6e2b44603fe8013,1957,0.565,0.962,8,-2.981,1,0.064,0.437,0.0,0.056,0.906,148.808,audio_features,spotify:track:7DJsL4jyXA39GDiHFQYQ0t,https://api.spotify.com/v1/tracks/7DJsL4jyXA39GDiHFQYQ0t,https://api.spotify.com/v1/audio-analysis/7DJsL4jyXA39GDiHFQYQ0t,160227,4,0,558
2Aq3BiLhITGHe6YSzkzOvi,True Love Ways,Buddy Holly,https://i.scdn.co/image/ab67616d0000b273988665e0435d5283cfd38b1d,,2006,0.278,0.138,10,-18.739,1,0.0349,0.799,0.0557,0.209,0.308,83.203,audio_features,spotify:track:2Aq3BiLhITGHe6YSzkzOvi,https://api.spotify.com/v1/tracks/2Aq3BiLhITGHe6YSzkzOvi,https://api.spotify.com/v1/audio-analysis/2Aq3BiLhITGHe6YSzkzOvi,168307,4,0,559
7ItZM6DMZE2m1X7yIaRxjq,C’Mon Everybody,Eddie Cochran,https://i.scdn.co/image/ab67616d0000b27324c50e31cea9cf898d05448c,,1960,0.627,0.7,3,-9.657,1,0.0522,0.121,0.0111,0.188,0.856,175.33,audio_features,spotify:track:7ItZM6DMZE2m1X7yIaRxjq,https://api.spotify.com/v1/tracks/7ItZM6DMZE2m1X7yIaRxjq,https://api.spotify.com/v1/audio-analysis/7ItZM6DMZE2m1X7yIaRxjq,118227,4,0,560
34zhjduFdQFhkRUJ230h9T,April In Paris,Billie Holiday,https://i.scdn.co/image/ab67616d0000b2738ce5e77f95cca9b114e4bedb,,1958,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,audio_features,spotify:track:34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/tracks/34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/audio-analysis/34zhjduFdQFhkRUJ230h9T,185587,4,0,561
4LJcNiq2pBb8OeqrGdBJQw,I'm Sorry,Brenda Lee,https://i.scdn.co/image/ab67616d0000b27394d826a48aa675028d2a94da,,1960,0.558,0.223,10,-12.362,1,0.0299,0.868,0.000972,0.13,0.303,101.711,audio_features,spotify:track:4LJcNiq2pBb8OeqrGdBJQw,https://api.spotify.com/v1/tracks/4LJcNiq2pBb8OeqrGdBJQw,https://api.spotify.com/v1/audio-analysis/4LJcNiq2pBb8OeqrGdBJQw,161547,3,0,562
24lvdbt9pS7DFEjhEWSl49,You Send Me,Sam Cooke,https://i.scdn.co/image/ab67616d0000b273e99527ff7b46db214c04b17c,,2022,0.558,0.311,4,-9.582,0,0.0288,0.887,0.0,0.118,0.415,95.978,audio_features,spotify:track:24lvdbt9pS7DFEjhEWSl49,https://api.spotify.com/v1/tracks/24lvdbt9pS7DFEjhEWSl49,https://api.spotify.com/v1/audio-analysis/24lvdbt9pS7DFEjhEWSl49,163480,4,0,563
4ZfQwNx3FlCN07cnUvekh3,Ain't That A Shame,Fats Domino,https://i.scdn.co/image/ab67616d0000b27374e3823e9643fabc830851dd,,1959,0.486,0.501,4,-8.57,1,0.0326,0.767,7.6e-05,0.0679,0.942,122.894,audio_features,spotify:track:4ZfQwNx3FlCN07cnUvekh3,https://api.spotify.com/v1/tracks/4ZfQwNx3FlCN07cnUvekh3,https://api.spotify.com/v1/audio-analysis/4ZfQwNx3FlCN07cnUvekh3,152200,4,0,564
5ueyLj6e6oVaTY0KQ6yLaA,All Shook Up,Elvis Presley,https://i.scdn.co/image/ab67616d0000b27320ee3e86e17f17239bef1f76,https://p.scdn.co/mp3-preview/3313423ac43537ec4608c733cfb71202dfcfaa57?cid=f4f54a850da14f27a6e2b44603fe8013,1958,0.624,0.468,10,-12.162,1,0.132,0.881,6.35e-06,0.144,0.952,74.139,audio_features,spotify:track:5ueyLj6e6oVaTY0KQ6yLaA,https://api.spotify.com/v1/tracks/5ueyLj6e6oVaTY0KQ6yLaA,https://api.spotify.com/v1/audio-analysis/5ueyLj6e6oVaTY0KQ6yLaA,117080,4,0,565
